"Date","School","Mention_Volume","Seed","Time","TournamentRound","IsWinner","SeedDifference","UpsetWin","UpsetLoss","FavoriteWin","FavoriteLoss","UnderdogWin","UnderdogLoss","SizeSetting","Control","F20Enrollment","Major","EndDate","IsMarchMadness","IsGameDay"
2023-03-30,"University of Maryland",2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",40709,1,2023-03-19,0,0
2023-03-30,"University of Illinois Urbana-Champaign",1559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",52679,1,2023-03-17,0,0
2023-03-30,"Michigan State University",2101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",49695,1,2023-03-24,0,0
2023-03-30,"Northwestern University",1230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",22603,1,2023-03-19,0,0
2023-03-30,"University of Iowa",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30318,1,2023-03-17,0,0
2023-03-30,"Boise State University",265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",24069,0,2023-03-17,0,0
2023-03-30,"Baylor University",761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",19297,1,2023-03-20,0,0
2023-03-30,"Grand Canyon University",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Private not-for-profit",103427,0,2023-03-18,0,0
2023-03-30,"University of Texas at Austin",2180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",50476,1,2023-03-27,0,0
2023-03-30,"West Virginia University",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26269,1,2023-03-17,0,0
2023-03-30,"Texas Christian University",319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11379,1,2023-03-20,0,0
2023-03-30,"Mississippi State University",507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",22986,1,2023-03-15,0,0
2023-03-30,"Kansas State University",592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",20854,0,2023-03-26,0,0
2023-03-30,"Virginia Commonwealth University",6157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29070,0,2023-03-18,0,0
2023-03-30,"University of Connecticut",4357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",27215,1,2023-04-04,1,0
2023-03-30,"Pittsburgh University",1187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",32277,1,2023-03-20,0,0
2023-03-30,"Iowa State University",439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31822,1,2023-03-18,0,0
2023-03-30,"University of Southern California",2244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",46287,1,2023-03-18,0,0
2023-03-30,"Creighton University",294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",8770,1,2023-03-27,0,0
2023-03-30,"Auburn University",414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30737,1,2023-03-19,0,0
2023-03-30,"Marquette University",573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11550,1,2023-03-20,0,0
2023-03-30,"Saint Mary's College",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3439,0,2023-03-20,0,0
2023-03-30,"University of Houston",1129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",47090,0,2023-03-25,0,0
2023-03-30,"Florida Atlantic University",2329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30805,0,2023-04-02,1,0
2023-03-30,"San Diego State University",2761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",36334,0,2023-04-04,1,0
2023-03-30,"University of Memphis",291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22205,1,2023-03-18,0,0
2023-03-30,"University of Vermont",224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",13292,0,2023-03-18,0,0
2023-03-30,"Texas Southern University",386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",7015,0,2023-03-16,0,0
2023-03-30,"Howard University",1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",10859,0,2023-03-17,0,0
2023-03-30,"University of Arizona",1431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",45601,1,2023-03-17,0,0
2023-03-30,"UCLA",3253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",44589,1,2023-03-24,0,0
2023-03-30,"University of Tennessee Knoxville",1264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30559,1,2023-03-24,0,0
2023-03-30,"University of Alabama",4074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22563,1,2023-03-25,0,0
2023-03-30,"University of Kentucky",2299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29986,1,2023-03-20,0,0
2023-03-30,"University of Arkansas",3123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",27562,1,2023-03-24,0,0
2023-03-30,"University of Missouri",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31089,1,2023-03-19,0,0
2023-03-30,"Texas A&M",1203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",70418,1,2023-03-17,0,0
2023-03-30,"Penn State University",2144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",89816,1,2023-03-19,0,0
2023-03-30,"Kent State University",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26822,0,2023-03-18,0,0
2023-03-30,"Princeton University",1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7853,0,2023-03-25,0,0
2023-03-30,"UC Santa Barbara",460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26179,0,2023-03-18,0,0
2023-03-30,"Iona University",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",3590,0,2023-03-18,0,0
2023-03-30,"Purdue University",2290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",46655,1,2023-03-18,0,0
2023-03-30,"University of North Carolina at Asheville",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Public",3363,0,2023-03-17,0,0
2023-03-30,"Southeast Missouri State",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10001,0,2023-03-15,0,0
2023-03-30,"Kennesaw State University",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",41181,0,2023-03-18,0,0
2023-03-30,"Drake University",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4774,0,2023-03-18,0,0
2023-03-30,"University of Louisiana at Lafayette",305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16450,0,2023-03-17,0,0
2023-03-30,"Furman University",133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Private not-for-profit",2567,0,2023-03-19,0,0
2023-03-30,"Northern Kentucky University",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",16211,0,2023-03-17,0,0
2023-03-30,"College of Charleston",289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10384,0,2023-03-17,0,0
2023-03-30,"Oral Roberts University",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4317,0,2023-03-17,0,0
2023-03-30,"Fairleigh Dickinson University",114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7479,0,2023-03-20,0,0
2023-03-30,"Texas A&M Corpus Christi",159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10820,0,2023-03-17,0,0
2023-03-30,"Gonzaga University",329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7295,0,2023-03-26,0,0
2023-03-30,"Montana State University",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16218,0,2023-03-18,0,0
2023-03-30,"Colgate University",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3054,0,2023-03-17,0,0
2023-03-31,"University of Nevada Reno",122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",20722,0,2023-03-16,0,0
2023-03-31,"University of Virginia",937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",25628,1,2023-03-17,0,0
2023-03-31,"Arizona State University",1284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",74795,1,2023-03-18,0,0
2023-03-31,"Duke University",2090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",16172,1,2023-03-19,0,0
2023-03-31,"Utah State University",191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",27691,0,2023-03-17,0,0
2023-03-31,"University of Kansas",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26744,1,2023-03-19,0,0
2023-03-31,"North Carolina State University",568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",36042,1,2023-03-18,0,0
2023-03-31,"University of Miami",4791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",17809,1,2023-04-02,1,0
2023-03-31,"Providence College",475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4821,1,2023-03-18,0,0
2023-03-31,"Xavier University",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7061,0,2023-03-25,0,0
2023-03-31,"Indiana University Bloomington",971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",43064,1,2023-03-20,0,0
2023-03-31,"University of Maryland",1485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",40709,1,2023-03-19,0,0
2023-03-31,"University of Illinois Urbana-Champaign",1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",52679,1,2023-03-17,0,0
2023-03-31,"Michigan State University",3369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",49695,1,2023-03-24,0,0
2023-03-31,"Northwestern University",723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",22603,1,2023-03-19,0,0
2023-03-31,"University of Iowa",5190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30318,1,2023-03-17,0,0
2023-03-31,"Boise State University",293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",24069,0,2023-03-17,0,0
2023-03-31,"Baylor University",701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",19297,1,2023-03-20,0,0
2023-03-31,"Grand Canyon University",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Private not-for-profit",103427,0,2023-03-18,0,0
2023-03-31,"University of Texas at Austin",2710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",50476,1,2023-03-27,0,0
2023-03-31,"West Virginia University",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26269,1,2023-03-17,0,0
2023-03-31,"Texas Christian University",335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11379,1,2023-03-20,0,0
2023-03-31,"Mississippi State University",441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",22986,1,2023-03-15,0,0
2023-03-31,"Kansas State University",715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",20854,0,2023-03-26,0,0
2023-03-31,"Virginia Commonwealth University",3076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29070,0,2023-03-18,0,0
2023-03-31,"University of Connecticut",3295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",27215,1,2023-04-04,1,0
2023-03-31,"Pittsburgh University",1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",32277,1,2023-03-20,0,0
2023-03-31,"Iowa State University",562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31822,1,2023-03-18,0,0
2023-03-31,"University of Southern California",1493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",46287,1,2023-03-18,0,0
2023-03-31,"Creighton University",682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",8770,1,2023-03-27,0,0
2023-03-31,"Auburn University",138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30737,1,2023-03-19,0,0
2023-03-31,"Marquette University",1085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11550,1,2023-03-20,0,0
2023-03-31,"Saint Mary's College",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3439,0,2023-03-20,0,0
2023-03-31,"University of Houston",1099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",47090,0,2023-03-25,0,0
2023-03-31,"Florida Atlantic University",2886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30805,0,2023-04-02,1,0
2023-03-31,"San Diego State University",3865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",36334,0,2023-04-04,1,0
2023-03-31,"University of Memphis",296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22205,1,2023-03-18,0,0
2023-03-31,"University of Vermont",397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",13292,0,2023-03-18,0,0
2023-03-31,"Texas Southern University",308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",7015,0,2023-03-16,0,0
2023-03-31,"Howard University",1142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",10859,0,2023-03-17,0,0
2023-03-31,"University of Arizona",1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",45601,1,2023-03-17,0,0
2023-03-31,"UCLA",2337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",44589,1,2023-03-24,0,0
2023-03-31,"University of Tennessee Knoxville",994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30559,1,2023-03-24,0,0
2023-03-31,"University of Alabama",2532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22563,1,2023-03-25,0,0
2023-03-31,"University of Kentucky",2326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29986,1,2023-03-20,0,0
2023-03-31,"University of Arkansas",4290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",27562,1,2023-03-24,0,0
2023-03-31,"University of Missouri",1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31089,1,2023-03-19,0,0
2023-03-31,"Texas A&M",1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",70418,1,2023-03-17,0,0
2023-03-31,"Penn State University",1469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",89816,1,2023-03-19,0,0
2023-03-31,"Kent State University",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26822,0,2023-03-18,0,0
2023-03-31,"Princeton University",1155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7853,0,2023-03-25,0,0
2023-03-31,"UC Santa Barbara",440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26179,0,2023-03-18,0,0
2023-03-31,"Iona University",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",3590,0,2023-03-18,0,0
2023-03-31,"Purdue University",2964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",46655,1,2023-03-18,0,0
2023-03-31,"University of North Carolina at Asheville",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Public",3363,0,2023-03-17,0,0
2023-03-31,"Southeast Missouri State",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10001,0,2023-03-15,0,0
2023-03-31,"Kennesaw State University",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",41181,0,2023-03-18,0,0
2023-03-31,"Drake University",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4774,0,2023-03-18,0,0
2023-03-31,"University of Louisiana at Lafayette",147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16450,0,2023-03-17,0,0
2023-03-31,"Furman University",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Private not-for-profit",2567,0,2023-03-19,0,0
2023-03-31,"Northern Kentucky University",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",16211,0,2023-03-17,0,0
2023-03-31,"College of Charleston",169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10384,0,2023-03-17,0,0
2023-03-31,"Oral Roberts University",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4317,0,2023-03-17,0,0
2023-03-31,"Fairleigh Dickinson University",139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7479,0,2023-03-20,0,0
2023-03-31,"Texas A&M Corpus Christi",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10820,0,2023-03-17,0,0
2023-03-31,"Gonzaga University",283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7295,0,2023-03-26,0,0
2023-03-31,"Montana State University",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16218,0,2023-03-18,0,0
2023-03-31,"Colgate University",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3054,0,2023-03-17,0,0
2023-04-01,"University of Nevada Reno",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",20722,0,2023-03-16,0,0
2023-04-01,"University of Virginia",1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",25628,1,2023-03-17,0,0
2023-04-01,"Arizona State University",720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",74795,1,2023-03-18,0,0
2023-04-01,"Duke University",1377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",16172,1,2023-03-19,0,0
2023-04-01,"Utah State University",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",27691,0,2023-03-17,0,0
2023-04-01,"University of Kansas",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26744,1,2023-03-19,0,0
2023-04-01,"North Carolina State University",390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",36042,1,2023-03-18,0,0
2023-04-01,"University of Miami",11039,5,"Late Evening","Final 4",0,1,0,0,0,0,0,1,"Four-year, large, primarily residential","Private not-for-profit",17809,1,2023-04-02,1,1
2023-04-01,"Providence College",294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4821,1,2023-03-18,0,0
2023-04-01,"Xavier University",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7061,0,2023-03-25,0,0
2023-04-01,"Indiana University Bloomington",921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",43064,1,2023-03-20,0,0
2023-04-01,"University of Maryland",1311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",40709,1,2023-03-19,0,0
2023-04-01,"University of Illinois Urbana-Champaign",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",52679,1,2023-03-17,0,0
2023-04-01,"Michigan State University",1246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",49695,1,2023-03-24,0,0
2023-04-01,"Northwestern University",563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",22603,1,2023-03-19,0,0
2023-04-01,"University of Iowa",4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30318,1,2023-03-17,0,0
2023-04-01,"Boise State University",270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",24069,0,2023-03-17,0,0
2023-04-01,"Baylor University",535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",19297,1,2023-03-20,0,0
2023-04-01,"Grand Canyon University",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Private not-for-profit",103427,0,2023-03-18,0,0
2023-04-01,"University of Texas at Austin",1794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",50476,1,2023-03-27,0,0
2023-04-01,"West Virginia University",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26269,1,2023-03-17,0,0
2023-04-01,"Texas Christian University",241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11379,1,2023-03-20,0,0
2023-04-01,"Mississippi State University",217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",22986,1,2023-03-15,0,0
2023-04-01,"Kansas State University",1114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",20854,0,2023-03-26,0,0
2023-04-01,"Virginia Commonwealth University",811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29070,0,2023-03-18,0,0
2023-04-01,"University of Connecticut",13387,4,"Late Evening","Final 4",1,1,0,0,0,0,1,0,"Four-year, large, highly residential","Public",27215,1,2023-04-04,1,1
2023-04-01,"Pittsburgh University",877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",32277,1,2023-03-20,0,0
2023-04-01,"Iowa State University",233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31822,1,2023-03-18,0,0
2023-04-01,"University of Southern California",1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",46287,1,2023-03-18,0,0
2023-04-01,"Creighton University",142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",8770,1,2023-03-27,0,0
2023-04-01,"Auburn University",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30737,1,2023-03-19,0,0
2023-04-01,"Marquette University",1318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11550,1,2023-03-20,0,0
2023-04-01,"Saint Mary's College",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3439,0,2023-03-20,0,0
2023-04-01,"University of Houston",1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",47090,0,2023-03-25,0,0
