"Date","School","Mention_Volume","Seed","Time","TournamentRound","IsWinner","SeedDifference","UpsetWin","UpsetLoss","FavoriteWin","FavoriteLoss","UnderdogWin","UnderdogLoss","SizeSetting","Control","F20Enrollment","Major","EndDate","IsMarchMadness","IsGameDay"
2023-03-18,"University of Arkansas",23923,8,"Late Afternoon","Round of 32",1,7,1,0,1,0,0,0,"Four-year, large, primarily residential","Public",27562,1,2023-03-24,1,1
2023-03-18,"University of Missouri",3409,7,"Late Afternoon","Round of 32",0,8,0,1,0,1,0,0,"Four-year, large, primarily residential","Public",31089,1,2023-03-19,1,1
2023-03-18,"Texas A&M",889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",70418,1,2023-03-17,0,0
2023-03-18,"Penn State University",4213,10,"Early Evening","Round of 32",0,8,0,0,0,0,0,1,"Four-year, large, primarily residential","Public",89816,1,2023-03-19,1,1
2023-03-18,"Kent State University",447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26822,0,2023-03-18,1,0
2023-03-18,"Princeton University",8442,15,"Late Afternoon","Round of 32",1,8,1,0,1,0,0,0,"Four-year, medium, highly residential","Private not-for-profit",7853,0,2023-03-25,1,1
2023-03-18,"UC Santa Barbara",443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26179,0,2023-03-18,1,0
2023-03-18,"Iona University",287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",3590,0,2023-03-18,1,0
2023-03-18,"Purdue University",5160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",46655,1,2023-03-18,1,0
2023-03-18,"University of North Carolina at Asheville",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Public",3363,0,2023-03-17,0,0
2023-03-18,"Southeast Missouri State",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10001,0,2023-03-15,0,0
2023-03-18,"Kennesaw State University",508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",41181,0,2023-03-18,1,0
2023-03-18,"Drake University",343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4774,0,2023-03-18,1,0
2023-03-18,"University of Louisiana at Lafayette",166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16450,0,2023-03-17,0,0
2023-03-18,"Furman University",1600,13,"Early Afternoon","Round of 32",0,8,0,0,0,0,0,1,"Four-year, small, highly residential","Private not-for-profit",2567,0,2023-03-19,1,1
2023-03-18,"Northern Kentucky University",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",16211,0,2023-03-17,0,0
2023-03-18,"College of Charleston",308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10384,0,2023-03-17,0,0
2023-03-18,"Oral Roberts University",179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4317,0,2023-03-17,0,0
2023-03-18,"Fairleigh Dickinson University",6929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7479,0,2023-03-20,1,0
2023-03-18,"Texas A&M Corpus Christi",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10820,0,2023-03-17,0,0
2023-03-18,"Gonzaga University",798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7295,0,2023-03-26,1,0
2023-03-18,"Montana State University",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16218,0,2023-03-18,1,0
2023-03-18,"Colgate University",186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3054,0,2023-03-17,0,0
2023-03-19,"University of Nevada Reno",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",20722,0,2023-03-16,0,0
2023-03-19,"University of Virginia",791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",25628,1,2023-03-17,0,0
2023-03-19,"Arizona State University",964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",74795,1,2023-03-18,0,0
2023-03-19,"Duke University",1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",16172,1,2023-03-19,1,0
2023-03-19,"Utah State University",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",27691,0,2023-03-17,0,0
2023-03-19,"University of Kansas",2622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26744,1,2023-03-19,1,0
2023-03-19,"North Carolina State University",327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",36042,1,2023-03-18,0,0
2023-03-19,"University of Miami",6751,5,"Early Evening","Round of 32",1,1,0,0,1,0,0,0,"Four-year, large, primarily residential","Private not-for-profit",17809,1,2023-04-02,1,1
2023-03-19,"Providence College",269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4821,1,2023-03-18,0,0
2023-03-19,"Xavier University",3706,3,"Early Afternoon","Round of 32",1,8,0,0,0,0,1,0,"Four-year, medium, primarily residential","Private not-for-profit",7061,0,2023-03-25,1,1
2023-03-19,"Indiana University Bloomington",3527,4,"Early Evening","Round of 32",0,1,0,0,0,1,0,0,"Four-year, large, primarily residential","Public",43064,1,2023-03-20,1,1
2023-03-19,"University of Maryland",2928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",40709,1,2023-03-19,1,0
2023-03-19,"University of Illinois Urbana-Champaign",598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",52679,1,2023-03-17,0,0
2023-03-19,"Michigan State University",16509,7,"Late Afternoon","Round of 32",1,5,1,0,1,0,0,0,"Four-year, large, primarily residential","Public",49695,1,2023-03-24,1,1
2023-03-19,"Northwestern University",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",22603,1,2023-03-19,1,0
2023-03-19,"University of Iowa",787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30318,1,2023-03-17,0,0
2023-03-19,"Boise State University",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",24069,0,2023-03-17,0,0
2023-03-19,"Baylor University",1782,3,"Early Evening","Round of 32",0,3,0,0,0,1,0,0,"Four-year, large, primarily residential","Private not-for-profit",19297,1,2023-03-20,1,1
2023-03-19,"Grand Canyon University",111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Private not-for-profit",103427,0,2023-03-18,0,0
2023-03-19,"University of Texas at Austin",5516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",50476,1,2023-03-27,1,0
2023-03-19,"West Virginia University",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26269,1,2023-03-17,0,0
2023-03-19,"Texas Christian University",1133,6,"Late Evening","Round of 32",0,3,0,0,0,0,0,1,"Four-year, large, highly residential","Private not-for-profit",11379,1,2023-03-20,1,1
2023-03-19,"Mississippi State University",466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",22986,1,2023-03-15,0,0
2023-03-19,"Kansas State University",14007,3,"Mid Afternoon","Round of 32",1,3,0,0,0,0,1,0,"Four-year, large, primarily residential","Public",20854,0,2023-03-26,1,1
2023-03-19,"Virginia Commonwealth University",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29070,0,2023-03-18,0,0
2023-03-19,"University of Connecticut",4928,4,"Late Afternoon","Round of 32",1,1,0,0,0,0,1,0,"Four-year, large, highly residential","Public",27215,1,2023-04-04,1,1
2023-03-19,"Pittsburgh University",3692,11,"Early Afternoon","Round of 32",0,8,0,0,0,0,0,1,"Four-year, large, primarily residential","Public",32277,1,2023-03-20,1,1
2023-03-19,"Iowa State University",316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31822,1,2023-03-18,0,0
2023-03-19,"University of Southern California",1366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",46287,1,2023-03-18,0,0
2023-03-19,"Creighton University",3251,6,"Early Evening","Round of 32",1,3,0,0,1,0,0,0,"Four-year, medium, highly residential","Private not-for-profit",8770,1,2023-03-27,1,1
2023-03-19,"Auburn University",216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30737,1,2023-03-19,1,0
2023-03-19,"Marquette University",4864,2,"Late Afternoon","Round of 32",0,5,0,1,0,1,0,0,"Four-year, large, highly residential","Private not-for-profit",11550,1,2023-03-20,1,1
2023-03-19,"Saint Mary's College",845,5,"Late Afternoon","Round of 32",0,1,0,0,0,0,0,1,"Four-year, medium, highly residential","Private not-for-profit",3439,0,2023-03-20,1,1
2023-03-19,"University of Houston",3538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",47090,0,2023-03-25,1,0
2023-03-19,"Florida Atlantic University",5985,9,"Early Evening","Round of 32",1,7,0,0,0,0,1,0,"Four-year, large, primarily nonresidential","Public",30805,0,2023-04-02,1,1
2023-03-19,"San Diego State University",716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",36334,0,2023-04-04,1,0
2023-03-19,"University of Memphis",480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22205,1,2023-03-18,0,0
2023-03-19,"University of Vermont",132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",13292,0,2023-03-18,0,0
2023-03-19,"Texas Southern University",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",7015,0,2023-03-16,0,0
2023-03-19,"Howard University",1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",10859,0,2023-03-17,0,0
2023-03-19,"University of Arizona",1017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",45601,1,2023-03-17,0,0
2023-03-19,"UCLA",2677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",44589,1,2023-03-24,1,0
2023-03-19,"University of Tennessee Knoxville",3591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30559,1,2023-03-24,1,0
2023-03-19,"University of Alabama",7435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22563,1,2023-03-25,1,0
2023-03-19,"University of Kentucky",11016,6,"Mid Afternoon","Round of 32",0,3,0,0,0,0,0,1,"Four-year, large, primarily residential","Public",29986,1,2023-03-20,1,1
2023-03-19,"University of Arkansas",8308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",27562,1,2023-03-24,1,0
2023-03-19,"University of Missouri",1082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31089,1,2023-03-19,1,0
2023-03-19,"Texas A&M",696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",70418,1,2023-03-17,0,0
2023-03-19,"Penn State University",1773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",89816,1,2023-03-19,1,0
2023-03-19,"Kent State University",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26822,0,2023-03-18,0,0
2023-03-19,"Princeton University",3081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7853,0,2023-03-25,1,0
2023-03-19,"UC Santa Barbara",291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26179,0,2023-03-18,0,0
2023-03-19,"Iona University",216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",3590,0,2023-03-18,0,0
2023-03-19,"Purdue University",2064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",46655,1,2023-03-18,0,0
2023-03-19,"University of North Carolina at Asheville",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Public",3363,0,2023-03-17,0,0
2023-03-19,"Southeast Missouri State",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10001,0,2023-03-15,0,0
2023-03-19,"Kennesaw State University",286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",41181,0,2023-03-18,0,0
2023-03-19,"Drake University",126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4774,0,2023-03-18,0,0
2023-03-19,"University of Louisiana at Lafayette",121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16450,0,2023-03-17,0,0
2023-03-19,"Furman University",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Private not-for-profit",2567,0,2023-03-19,1,0
2023-03-19,"Northern Kentucky University",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",16211,0,2023-03-17,0,0
2023-03-19,"College of Charleston",153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10384,0,2023-03-17,0,0
2023-03-19,"Oral Roberts University",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4317,0,2023-03-17,0,0
2023-03-19,"Fairleigh Dickinson University",4534,16,"Early Evening","Round of 32",0,7,0,0,0,0,0,1,"Four-year, medium, primarily residential","Private not-for-profit",7479,0,2023-03-20,1,1
2023-03-19,"Texas A&M Corpus Christi",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10820,0,2023-03-17,0,0
2023-03-19,"Gonzaga University",1590,3,"Late Evening","Round of 32",1,3,0,0,0,0,1,0,"Four-year, medium, highly residential","Private not-for-profit",7295,0,2023-03-26,1,1
2023-03-19,"Montana State University",117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16218,0,2023-03-18,0,0
2023-03-19,"Colgate University",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3054,0,2023-03-17,0,0
2023-03-20,"University of Nevada Reno",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",20722,0,2023-03-16,0,0
2023-03-20,"University of Virginia",951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",25628,1,2023-03-17,0,0
2023-03-20,"Arizona State University",1086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",74795,1,2023-03-18,0,0
2023-03-20,"Duke University",1330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",16172,1,2023-03-19,0,0
2023-03-20,"Utah State University",231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",27691,0,2023-03-17,0,0
2023-03-20,"University of Kansas",1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26744,1,2023-03-19,0,0
2023-03-20,"North Carolina State University",684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",36042,1,2023-03-18,0,0
2023-03-20,"University of Miami",5787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",17809,1,2023-04-02,1,0
2023-03-20,"Providence College",2255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4821,1,2023-03-18,0,0
2023-03-20,"Xavier University",621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7061,0,2023-03-25,1,0
2023-03-20,"Indiana University Bloomington",2298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",43064,1,2023-03-20,1,0
2023-03-20,"University of Maryland",1264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",40709,1,2023-03-19,0,0
2023-03-20,"University of Illinois Urbana-Champaign",892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",52679,1,2023-03-17,0,0
2023-03-20,"Michigan State University",4192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",49695,1,2023-03-24,1,0
2023-03-20,"Northwestern University",1236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",22603,1,2023-03-19,0,0
2023-03-20,"University of Iowa",838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30318,1,2023-03-17,0,0
2023-03-20,"Boise State University",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",24069,0,2023-03-17,0,0
2023-03-20,"Baylor University",765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",19297,1,2023-03-20,1,0
2023-03-20,"Grand Canyon University",178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Private not-for-profit",103427,0,2023-03-18,0,0
2023-03-20,"University of Texas at Austin",2387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",50476,1,2023-03-27,1,0
2023-03-20,"West Virginia University",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26269,1,2023-03-17,0,0
2023-03-20,"Texas Christian University",951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11379,1,2023-03-20,1,0
2023-03-20,"Mississippi State University",289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",22986,1,2023-03-15,0,0
2023-03-20,"Kansas State University",3613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",20854,0,2023-03-26,1,0
2023-03-20,"Virginia Commonwealth University",254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29070,0,2023-03-18,0,0
2023-03-20,"University of Connecticut",2819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",27215,1,2023-04-04,1,0
2023-03-20,"Pittsburgh University",1022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",32277,1,2023-03-20,1,0
2023-03-20,"Iowa State University",362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31822,1,2023-03-18,0,0
2023-03-20,"University of Southern California",1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",46287,1,2023-03-18,0,0
2023-03-20,"Creighton University",1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",8770,1,2023-03-27,1,0
2023-03-20,"Auburn University",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30737,1,2023-03-19,0,0
2023-03-20,"Marquette University",923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11550,1,2023-03-20,1,0
2023-03-20,"Saint Mary's College",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3439,0,2023-03-20,1,0
2023-03-20,"University of Houston",2859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",47090,0,2023-03-25,1,0
2023-03-20,"Florida Atlantic University",2672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30805,0,2023-04-02,1,0
